,Timestamp,SSC,SSU,Enclosure,Slot,Seagate slot,Rack unit,Unique enclosure,Rack id,slot bin hor,slot bin ver
855,2019-05-07T22:54:23-0400,2,a,4,18,17,17,4,5,8,2
856,2019-05-08T00:24:12-0400,1,h,4,31,30,37,8,4,9,3
857,2019-05-08T01:24:21-0400,2,c,1,23,22,1,1,6,13,2
858,2019-05-08T06:24:11-0400,1,f,3,49,48,33,7,3,3,5
859,2019-05-08T07:24:05-0400,4,e,4,12,11,17,4,15,14,1
860,2019-05-08T13:24:16-0400,5,a,3,65,64,13,3,17,7,6
861,2019-05-08T13:54:13-0400,5,e,3,50,49,13,3,19,4,5
862,2019-05-08T14:24:21-0400,10,c,3,96,95,13,3,37,14,8
863,2019-05-08T18:24:07-0400,9,e,4,90,89,17,4,34,8,8
864,2019-05-08T21:24:20-0400,10,g,1,33,32,1,1,39,11,3
865,2019-05-08T21:54:07-0400,1,c,2,47,46,5,2,2,13,4
866,2019-05-08T23:54:05-0400,4,e,3,6,5,13,3,15,8,1
867,2019-05-09T01:24:59-0400,9,h,1,48,47,21,5,35,14,4
868,2019-05-09T05:24:24-0400,8,f,2,4,3,25,6,31,6,1
869,2019-05-09T10:54:10-0400,5,d,1,67,66,21,5,18,9,6
870,2019-05-09T14:24:22-0400,4,g,3,7,6,13,3,16,9,1
871,2019-05-09T15:54:21-0400,8,d,2,15,14,25,6,30,5,2
872,2019-05-10T01:54:12-0400,10,e,2,98,97,5,2,38,2,1
873,2019-05-10T04:54:16-0400,6,f,3,104,103,33,7,23,2,4
874,2019-05-10T05:24:22-0400,3,b,1,1,0,21,5,9,3,1
875,2019-05-10T07:24:34-0400,6,c,2,68,67,5,2,22,10,6
876,2019-05-10T08:54:09-0400,4,h,2,9,8,25,6,16,11,1
877,2019-05-10T10:54:18-0400,6,d,3,97,96,33,7,22,1,1
878,2019-05-10T12:24:18-0400,5,h,3,94,93,33,7,20,12,8
879,2019-05-10T15:24:20-0400,8,d,1,71,70,21,5,30,13,6
880,2019-05-10T15:54:21-0400,7,h,2,31,30,25,6,28,9,3
881,2019-05-10T23:24:22-0400,5,h,4,15,14,37,8,20,5,2
882,2019-05-11T03:24:14-0400,6,e,4,33,32,17,4,23,11,3
883,2019-05-11T06:24:15-0400,5,a,3,65,64,13,3,17,7,6
884,2019-05-11T09:54:21-0400,7,c,1,9,8,1,1,26,11,1
885,2019-05-11T13:54:19-0400,9,a,2,52,51,5,2,32,6,5
886,2019-05-11T20:54:11-0400,3,g,2,87,86,5,2,12,5,8
887,2019-05-12T01:24:23-0400,4,g,4,72,71,17,4,16,14,6
888,2019-05-12T01:24:27-0400,2,h,3,46,45,33,7,8,12,4
889,2019-05-12T02:24:13-0400,8,b,1,9,8,21,5,29,11,1
890,2019-05-12T02:57:00-0400,2,c,4,8,7,17,4,6,10,1
891,2019-05-12T03:24:19-0400,9,a,4,34,33,17,4,32,12,3
892,2019-05-12T05:24:24-0400,5,g,4,82,81,17,4,20,12,7
893,2019-05-12T06:08:07-0400,5,b,3,100,99,33,7,17,2,2
894,2019-05-12T07:24:22-0400,7,d,2,98,97,25,6,26,2,1
895,2019-05-12T08:24:14-0400,1,h,1,30,29,21,5,4,8,3
896,2019-05-12T09:54:26-0400,2,h,4,37,36,37,8,8,3,4
897,2019-05-12T12:54:20-0400,2,d,2,19,18,25,6,6,9,2
898,2019-05-12T16:24:35-0400,6,c,4,55,54,17,4,22,9,5
899,2019-05-12T21:54:07-0400,6,h,2,22,21,25,6,24,12,2
900,2019-05-12T23:54:11-0400,1,c,3,103,102,13,3,2,1,4
901,2019-05-13T02:54:19-0400,5,c,3,69,68,13,3,18,11,6
902,2019-05-13T05:24:24-0400,10,g,4,1,0,17,4,39,3,1
903,2019-05-13T07:54:12-0400,3,a,3,13,12,13,3,9,3,2
904,2019-05-13T11:24:15-0400,1,f,3,49,48,33,7,3,3,5
905,2019-05-13T11:54:22-0400,7,h,4,46,45,37,8,28,12,4
906,2019-05-13T11:54:26-0400,8,f,4,61,60,37,8,31,3,6
907,2019-05-13T12:24:14-0400,3,g,3,58,57,13,3,12,12,5
908,2019-05-13T13:54:20-0400,9,a,2,52,51,5,2,32,6,5
909,2019-05-13T13:54:27-0400,2,h,3,46,45,33,7,8,12,4
910,2019-05-13T17:23:53-0400,10,d,3,43,42,33,7,37,9,4
911,2019-05-13T18:54:19-0400,5,e,1,7,6,1,1,19,9,1
912,2019-05-13T19:24:20-0400,9,a,1,81,80,1,1,32,11,7
913,2019-05-13T19:54:13-0400,3,a,1,35,34,1,1,9,13,3
914,2019-05-13T21:54:28-0400,9,c,3,49,48,13,3,33,3,5
915,2019-05-13T22:24:28-0400,6,e,4,33,32,17,4,23,11,3
916,2019-05-14T04:24:14-0400,8,b,2,102,101,25,6,29,2,3
917,2019-05-14T06:54:07-0400,10,f,4,42,41,37,8,38,8,4
918,2019-05-14T07:54:24-0400,1,e,3,19,18,13,3,3,9,2
919,2019-05-14T12:29:47-0400,7,f,4,64,63,37,8,27,6,6
920,2019-05-14T15:24:24-0400,2,c,4,8,7,17,4,6,10,1
921,2019-05-14T22:24:21-0400,10,e,4,77,76,17,4,38,7,7
922,2019-05-14T22:24:22-0400,9,a,2,97,96,5,2,32,1,1
923,2019-05-14T22:54:12-0400,10,c,3,96,95,13,3,37,14,8
924,2019-05-15T00:08:09-0400,5,b,3,75,74,33,7,17,5,7
925,2019-05-15T00:54:23-0400,7,h,4,21,20,37,8,28,11,2
926,2019-05-15T01:24:14-0400,2,f,3,21,20,33,7,7,11,2
927,2019-05-15T11:54:22-0400,10,e,3,28,27,13,3,38,6,3
928,2019-05-15T21:20:32-0400,1,a,3,7,6,13,3,1,9,1
929,2019-05-15T21:20:33-0400,5,h,3,105,104,33,7,20,1,5
930,2019-05-15T22:20:26-0400,5,g,3,4,3,13,3,20,6,1
931,2019-05-15T23:50:04-0400,6,g,4,13,12,17,4,24,3,2
932,2019-05-15T23:50:33-0400,4,a,4,91,90,17,4,13,9,8
933,2019-05-16T00:20:32-0400,10,f,4,90,89,37,8,38,8,8
934,2019-05-16T06:20:03-0400,6,f,2,78,77,25,6,23,8,7
935,2019-05-16T06:50:03-0400,7,e,4,36,35,17,4,27,14,3
936,2019-05-16T08:20:07-0400,6,a,1,22,21,1,1,21,12,2
937,2019-05-16T20:20:34-0400,6,e,3,78,77,13,3,23,8,7
938,2019-05-16T22:20:05-0400,6,h,3,26,25,33,7,24,4,3
939,2019-05-17T01:20:26-0400,1,d,2,11,10,25,6,2,13,1
940,2019-05-17T13:20:39-0400,9,g,4,96,95,17,4,35,14,8
941,2019-05-17T17:20:35-0400,4,f,1,100,99,21,5,15,2,2
942,2019-05-17T20:20:27-0400,4,a,2,72,71,5,2,13,14,6
943,2019-05-17T21:20:04-0400,7,f,1,70,69,21,5,27,12,6
944,2019-05-17T21:50:36-0400,6,e,3,78,77,13,3,23,8,7
945,2019-05-17T22:20:34-0400,1,a,2,87,86,5,2,1,5,8
946,2019-05-18T01:20:33-0400,3,b,4,25,24,37,8,9,3,3
947,2019-05-18T02:20:30-0400,8,d,1,22,21,21,5,30,12,2
948,2019-05-18T04:49:58-0400,6,f,3,94,93,33,7,23,12,8
949,2019-05-18T08:50:28-0400,2,a,1,19,18,1,1,5,9,2
950,2019-05-18T10:50:35-0400,6,e,2,13,12,5,2,23,3,2
951,2019-05-18T11:20:03-0400,6,c,3,54,53,13,3,22,8,5
952,2019-05-18T13:20:39-0400,8,b,2,99,98,25,6,29,1,2
953,2019-05-18T14:50:38-0400,5,h,3,57,56,33,7,20,11,5
954,2019-05-18T15:50:05-0400,5,e,2,31,30,5,2,19,9,3
955,2019-05-18T18:50:02-0400,3,f,3,18,17,33,7,11,8,2
956,2019-05-18T23:50:00-0400,5,e,2,36,35,5,2,19,14,3
957,2019-05-19T00:20:34-0400,9,f,2,3,2,25,6,34,5,1
958,2019-05-19T11:50:37-0400,3,c,2,44,43,5,2,10,10,4
959,2019-05-19T12:50:26-0400,3,d,3,44,43,33,7,10,10,4
960,2019-05-19T13:50:05-0400,5,f,4,79,78,37,8,19,9,7
961,2019-05-19T16:20:36-0400,4,e,2,45,44,5,2,15,11,4
962,2019-05-19T20:20:31-0400,8,d,4,66,65,37,8,30,8,6
963,2019-05-19T20:20:34-0400,1,c,1,1,0,1,1,2,3,1
964,2019-05-20T02:50:02-0400,7,e,2,10,9,5,2,27,12,1
965,2019-05-20T04:50:09-0400,6,h,2,22,21,25,6,24,12,2
966,2019-05-20T12:20:06-0400,7,c,1,10,9,1,1,26,12,1
967,2019-05-20T14:20:00-0400,3,f,4,13,12,37,8,11,3,2
968,2019-05-20T16:20:40-0400,9,a,3,7,6,13,3,32,9,1
969,2019-05-20T16:50:02-0400,5,c,4,100,99,17,4,18,2,2
970,2019-05-20T17:20:31-0400,6,d,4,45,44,37,8,22,11,4
971,2019-05-20T19:21:04-0400,6,e,3,78,77,13,3,23,8,7
972,2019-05-20T22:50:03-0400,7,a,1,95,94,1,1,25,13,8
973,2019-05-20T23:20:04-0400,6,f,3,94,93,33,7,23,12,8
974,2019-05-21T00:20:36-0400,2,g,4,25,24,17,4,8,3,3
975,2019-05-21T01:50:01-0400,2,f,3,80,79,33,7,7,10,7
976,2019-05-21T04:20:37-0400,2,c,2,98,97,5,2,6,2,1
977,2019-05-21T05:50:36-0400,3,c,1,65,64,1,1,10,7,6
978,2019-05-21T06:20:05-0400,5,f,3,97,96,33,7,19,1,1
979,2019-05-21T16:13:39-0400,3,d,3,44,43,33,7,10,10,4
980,2019-05-21T16:14:13-0400,6,h,4,33,32,37,8,24,11,3
981,2019-05-22T18:10:38-0400,10,f,1,61,60,21,5,38,3,6
982,2019-05-22T19:40:38-0400,1,c,4,97,96,17,4,2,1,1
983,2019-05-22T20:10:38-0400,2,d,4,7,6,37,8,6,9,1
984,2019-05-22T22:10:32-0400,9,h,1,8,7,21,5,35,10,1
985,2019-05-22T22:40:38-0400,10,e,4,6,5,17,4,38,8,1
986,2019-05-22T23:40:32-0400,1,d,1,51,50,21,5,2,5,5
987,2019-05-23T05:40:54-0400,8,e,1,92,91,1,1,31,10,8
988,2019-05-23T06:40:38-0400,10,d,1,22,21,21,5,37,12,2
989,2019-05-23T12:10:40-0400,4,e,3,62,61,13,3,15,4,6
990,2019-05-23T14:10:38-0400,5,b,1,45,44,21,5,17,11,4
991,2019-05-23T14:40:39-0400,9,g,2,3,2,5,2,35,5,1
992,2019-05-23T14:40:39-0400,4,c,4,102,101,17,4,14,2,3
993,2019-05-23T17:40:43-0400,7,a,2,20,19,5,2,25,10,2
994,2019-05-23T21:10:41-0400,9,g,3,11,10,13,3,35,13,1
995,2019-05-24T02:10:43-0400,1,e,2,25,24,5,2,3,3,3
996,2019-05-24T04:40:39-0400,2,c,4,8,7,17,4,6,10,1
997,2019-05-24T05:40:38-0400,4,b,2,88,87,25,6,13,6,8
998,2019-05-24T06:40:39-0400,2,h,3,46,45,33,7,8,12,4
999,2019-05-24T07:10:40-0400,6,h,1,70,69,21,5,24,12,6
1000,2019-05-24T09:10:34-0400,4,c,4,27,26,17,4,14,5,3
1001,2019-05-24T11:10:42-0400,9,g,3,48,47,13,3,35,14,4
1002,2019-05-24T13:40:33-0400,5,c,3,28,27,13,3,18,6,3
1003,2019-05-24T16:40:40-0400,3,c,2,97,96,5,2,10,1,1
1004,2019-05-24T17:10:46-0400,10,e,1,61,60,1,1,38,3,6
1005,2019-05-24T22:40:39-0400,10,g,4,9,8,17,4,39,11,1
1006,2019-05-25T02:10:37-0400,5,h,3,76,75,33,7,20,6,7
1007,2019-05-25T12:40:34-0400,8,a,3,12,11,13,3,29,14,1
1008,2019-05-25T20:40:35-0400,7,h,3,97,96,33,7,28,1,1
1009,2019-05-25T22:10:40-0400,6,f,3,94,93,33,7,23,12,8
1010,2019-05-26T01:10:39-0400,2,d,4,25,24,37,8,6,3,3
1011,2019-05-26T02:10:40-0400,7,f,3,101,100,33,7,27,1,3
1012,2019-05-26T05:10:33-0400,3,e,3,30,29,13,3,11,8,3
1013,2019-05-26T07:40:32-0400,3,g,3,24,23,13,3,12,14,2
1014,2019-05-26T07:40:35-0400,1,d,3,3,2,33,7,2,5,1
1015,2019-05-26T08:10:41-0400,9,a,4,91,90,17,4,32,9,8
1016,2019-05-26T18:10:39-0400,6,a,1,5,4,1,1,21,7,1
1017,2019-05-26T19:10:43-0400,5,a,3,65,64,13,3,17,7,6
1018,2019-05-26T20:40:39-0400,3,g,3,1,0,13,3,12,3,1
1019,2019-05-26T22:40:43-0400,4,d,2,8,7,25,6,14,10,1
1020,2019-05-27T00:10:41-0400,6,f,3,94,93,33,7,23,12,8
1021,2019-05-27T04:40:39-0400,1,c,2,91,90,5,2,2,9,8
1022,2019-05-27T05:10:39-0400,2,h,3,46,45,33,7,8,12,4
1023,2019-05-27T07:10:41-0400,7,g,3,61,60,13,3,28,3,6
1024,2019-05-27T14:40:43-0400,4,f,4,3,2,37,8,15,5,1
1025,2019-05-27T14:40:44-0400,4,d,3,73,72,33,7,14,3,7
1026,2019-05-27T17:40:39-0400,7,f,3,105,104,33,7,27,1,5
1027,2019-05-28T01:10:40-0400,1,f,1,26,25,21,5,3,4,3
1028,2019-05-28T07:10:42-0400,6,e,2,21,20,5,2,23,11,2
1029,2019-05-28T12:55:31-0400,2,d,4,25,24,37,8,6,3,3
1030,2019-05-28T14:24:43-0400,1,b,4,68,67,37,8,1,10,6
1031,2019-05-28T14:27:16-0400,1,e,2,7,6,5,2,3,9,1
1032,2019-05-28T14:54:59-0400,8,a,3,12,11,13,3,29,14,1
1033,2019-05-28T17:54:09-0400,6,a,2,62,61,5,2,21,4,6
1034,2019-05-28T21:27:25-0400,4,d,1,6,5,21,5,14,8,1
1035,2019-05-29T03:54:56-0400,2,c,3,97,96,13,3,6,1,1
1036,2019-05-29T06:25:34-0400,10,d,2,104,103,25,6,37,2,4
1037,2019-05-29T11:25:22-0400,2,h,2,13,12,25,6,8,3,2
1038,2019-05-29T12:25:42-0400,5,a,4,95,94,17,4,17,13,8
1039,2019-05-29T14:54:33-0400,1,c,2,91,90,5,2,2,9,8
1040,2019-05-29T15:55:20-0400,5,f,1,63,62,21,5,19,5,6
1041,2019-05-29T17:24:40-0400,5,h,3,57,56,33,7,20,11,5
1042,2019-05-29T17:55:43-0400,4,g,2,8,7,5,2,16,10,1
1043,2019-05-29T18:24:10-0400,6,a,1,28,27,1,1,21,6,3
1044,2019-05-29T20:24:49-0400,6,b,3,35,34,33,7,21,13,3
1045,2019-05-29T20:58:03-0400,6,f,3,94,93,33,7,23,12,8
1046,2019-05-29T21:54:47-0400,3,g,1,27,26,1,1,12,5,3
1047,2019-05-29T22:25:02-0400,4,a,3,62,61,13,3,13,4,6
1048,2019-05-30T00:55:20-0400,2,e,4,23,22,17,4,7,13,2
1049,2019-05-30T02:26:50-0400,3,c,4,72,71,17,4,10,14,6
1050,2019-05-30T04:55:04-0400,10,c,1,62,61,1,1,37,4,6
1051,2019-05-30T06:25:48-0400,10,b,4,25,24,37,8,36,3,3
1052,2019-05-30T11:55:02-0400,10,c,2,101,100,5,2,37,1,3
1053,2019-05-30T12:25:36-0400,7,d,2,102,101,25,6,26,2,3
1054,2019-05-30T17:24:56-0400,3,b,2,11,10,25,6,9,13,1
1055,2019-05-30T20:24:26-0400,9,g,2,73,72,5,2,35,3,7
1056,2019-05-30T20:25:00-0400,2,c,4,8,7,17,4,6,10,1
1057,2019-05-30T21:54:58-0400,8,a,3,50,49,13,3,29,4,5
1058,2019-05-30T22:26:08-0400,9,c,2,89,88,5,2,33,7,8
1059,2019-05-31T00:54:49-0400,6,b,2,87,86,25,6,21,5,8
1060,2019-05-31T02:57:18-0400,6,f,3,94,93,33,7,23,12,8
1061,2019-05-31T03:55:02-0400,3,d,2,106,105,25,6,10,2,5
1062,2019-05-31T08:25:13-0400,7,e,3,17,16,13,3,27,7,2
1063,2019-05-31T08:58:38-0400,4,h,2,98,97,25,6,16,2,1
1064,2019-05-31T11:25:52-0400,5,b,2,46,45,25,6,17,12,4
1065,2019-06-03T09:24:50-0400,3,a,4,56,55,17,4,9,10,5
1066,2019-06-03T09:55:34-0400,7,h,2,55,54,25,6,28,9,5
1067,2019-06-03T09:57:28-0400,4,d,1,72,71,21,5,14,14,6
1068,2019-06-03T13:55:12-0400,3,e,4,12,11,17,4,11,14,1
1069,2019-06-03T16:50:04-0400,9,h,1,102,101,21,5,35,2,3
1070,2019-06-03T16:54:48-0400,1,b,4,7,6,37,8,1,9,1
1071,2019-06-03T16:55:49-0400,2,f,2,79,78,25,6,7,9,7
1072,2019-06-03T18:20:04-0400,9,h,4,27,26,37,8,35,5,3
1073,2019-06-03T20:51:20-0400,3,c,4,72,71,17,4,10,14,6
1074,2019-06-03T22:25:24-0400,7,a,1,37,36,1,1,25,3,4
1075,2019-06-03T22:54:15-0400,6,a,1,12,11,1,1,21,14,1
1076,2019-06-04T01:25:48-0400,4,g,3,26,25,13,3,16,4,3
1077,2019-06-04T02:55:38-0400,7,d,3,72,71,33,7,26,14,6
1078,2019-06-04T03:24:34-0400,1,c,4,3,2,17,4,2,5,1
1079,2019-06-04T03:54:14-0400,6,a,3,7,6,13,3,21,9,1
1080,2019-06-04T05:54:29-0400,7,f,1,23,22,21,5,27,13,2
1081,2019-06-04T09:24:41-0400,9,f,1,12,11,21,5,34,14,1
1082,2019-06-04T10:25:04-0400,4,f,3,102,101,33,7,15,2,3
1083,2019-06-04T10:25:19-0400,7,c,1,6,5,1,1,26,8,1
1084,2019-06-04T12:25:18-0400,10,b,1,93,92,21,5,36,11,8
1085,2019-06-04T15:24:47-0400,3,a,4,11,10,17,4,9,13,1
1086,2019-06-04T19:54:43-0400,1,h,4,72,71,37,8,4,14,6
1087,2019-06-04T21:54:42-0400,9,g,3,48,47,13,3,35,14,4
1088,2019-06-05T03:25:15-0400,9,a,4,91,90,17,4,32,9,8
1089,2019-06-05T05:55:49-0400,5,a,3,65,64,13,3,17,7,6
1090,2019-06-05T07:55:33-0400,8,f,2,4,3,25,6,31,6,1
1091,2019-06-05T14:55:55-0400,4,a,4,20,19,17,4,13,10,2
1092,2019-06-05T19:54:32-0400,7,f,3,3,2,33,7,27,5,1
1093,2019-06-05T23:55:36-0400,9,d,2,17,16,25,6,33,7,2
1094,2019-06-06T05:25:48-0400,5,a,2,42,41,5,2,17,8,4
1095,2019-06-06T11:55:35-0400,1,d,3,34,33,33,7,2,12,3
1096,2019-06-06T14:24:36-0400,1,g,2,92,91,5,2,4,10,8
1097,2019-06-06T14:25:48-0400,5,a,3,65,64,13,3,17,7,6
1098,2019-06-06T18:25:57-0400,7,h,4,97,96,37,8,28,1,1
1099,2019-06-06T18:42:14-0400,9,g,1,90,89,1,1,35,8,8
1100,2019-06-07T02:55:08-0400,6,h,2,5,4,25,6,24,7,1
1101,2019-06-07T03:55:41-0400,2,b,3,24,23,33,7,5,14,2
1102,2019-06-07T04:55:03-0400,8,a,4,70,69,17,4,29,12,6
1103,2019-06-07T10:56:52-0400,6,e,1,51,50,1,1,23,5,5
1104,2019-06-07T12:58:43-0400,1,e,4,16,15,17,4,3,6,2
1105,2019-06-07T15:55:37-0400,9,d,2,17,16,25,6,33,7,2
1106,2019-06-07T16:57:22-0400,6,f,3,104,103,33,7,23,2,4
1107,2019-06-07T19:25:36-0400,2,h,4,4,3,37,8,8,6,1
1108,2019-06-07T22:24:31-0400,4,d,4,36,35,37,8,14,14,3
1109,2019-06-08T14:25:15-0400,10,b,3,28,27,33,7,36,6,3
1110,2019-06-08T15:57:21-0400,6,f,2,78,77,25,6,23,8,7
1111,2019-06-08T18:54:53-0400,3,g,3,24,23,13,3,12,14,2
1112,2019-06-08T22:24:53-0400,3,g,1,27,26,1,1,12,5,3
1113,2019-06-09T01:27:51-0400,6,b,4,68,67,37,8,21,10,6
1114,2019-06-09T06:25:55-0400,9,e,2,18,17,5,2,34,8,2
1115,2019-06-09T14:25:18-0400,3,e,1,11,10,1,1,11,13,1
1116,2019-06-09T18:25:29-0400,7,a,3,25,24,13,3,25,3,3
1117,2019-06-09T19:56:01-0400,7,h,3,38,37,33,7,28,4,4
1118,2019-06-09T22:25:54-0400,2,f,3,38,37,33,7,7,4,4
1119,2019-06-10T02:24:51-0400,3,a,4,104,103,17,4,9,2,4
1120,2019-06-10T08:25:18-0400,8,b,3,94,93,33,7,29,12,8
1121,2019-06-10T08:55:00-0400,1,b,4,99,98,37,8,1,1,2
1122,2019-06-10T12:27:54-0400,6,b,3,35,34,33,7,21,13,3
1123,2019-06-10T14:25:44-0400,5,c,2,16,15,5,2,18,6,2
1124,2019-06-10T16:25:05-0400,10,c,2,49,48,5,2,37,3,5
1125,2019-06-10T20:25:00-0400,9,b,4,105,104,37,8,32,1,5
1126,2019-06-10T21:25:08-0400,8,a,4,90,89,17,4,29,8,8
1127,2019-06-10T21:25:17-0400,9,a,4,91,90,17,4,32,9,8
1128,2019-06-10T21:54:54-0400,3,g,3,24,23,13,3,12,14,2
1129,2019-06-11T00:32:22-0400,1,d,3,9,8,33,7,2,11,1
1130,2019-06-11T07:53:01-0400,3,c,1,65,64,1,1,10,7,6
1131,2019-06-11T08:27:07-0400,5,d,4,101,100,37,8,18,1,3
1132,2019-06-11T10:25:09-0400,4,f,1,2,1,21,5,15,4,1
1133,2019-06-11T13:58:58-0400,3,f,2,18,17,25,6,11,8,2
1134,2019-06-11T17:24:54-0400,1,f,3,55,54,33,7,3,9,5
1135,2019-06-11T17:26:01-0400,2,e,4,9,8,17,4,7,11,1
1136,2019-06-11T20:27:21-0400,6,f,3,97,96,33,7,23,1,1
1137,2019-06-11T23:24:38-0400,1,g,2,25,24,5,2,4,3,3
1138,2019-06-12T02:55:33-0400,7,b,4,40,39,37,8,25,6,4
1139,2019-06-12T02:55:33-0400,3,h,4,4,3,37,8,12,6,1
1140,2019-06-12T08:55:32-0400,1,d,1,32,31,21,5,2,10,3
1141,2019-06-12T09:55:17-0400,7,e,4,95,94,17,4,27,13,8
1142,2019-06-12T10:25:06-0400,10,c,3,20,19,13,3,37,10,2
1143,2019-06-12T15:28:37-0400,2,b,4,9,8,37,8,5,11,1
1144,2019-06-12T15:54:42-0400,4,e,3,97,96,13,3,15,1,1
1145,2019-06-12T18:58:48-0400,1,h,2,101,100,25,6,4,1,3
1146,2019-06-12T21:55:29-0400,2,h,4,5,4,37,8,8,7,1
1147,2019-06-12T22:25:36-0400,2,h,4,95,94,37,8,8,13,8
1148,2019-06-12T23:54:16-0400,6,a,4,92,91,17,4,21,10,8
1149,2019-06-13T02:55:55-0400,4,g,1,14,13,1,1,16,4,2
1150,2019-06-13T09:40:47-0400,8,b,4,86,85,37,8,29,4,8
1151,2019-06-13T19:40:41-0400,7,b,1,73,72,21,5,25,3,7
1152,2019-06-13T20:10:47-0400,5,c,1,72,71,1,1,18,14,6
1153,2019-06-13T20:40:47-0400,8,f,4,102,101,37,8,31,2,3
1154,2019-06-13T21:40:40-0400,5,d,1,90,89,21,5,18,8,8
1155,2019-06-13T23:40:45-0400,2,e,3,23,22,13,3,7,13,2
1156,2019-06-14T02:10:46-0400,9,h,1,4,3,21,5,35,6,1
1157,2019-06-14T06:10:47-0400,9,h,3,99,98,33,7,35,1,2
1158,2019-06-14T07:40:48-0400,7,g,3,22,21,13,3,28,12,2
1159,2019-06-14T13:40:40-0400,2,d,4,90,89,37,8,6,8,8
1160,2019-06-14T13:40:41-0400,10,f,2,83,82,25,6,38,13,7
1161,2019-06-14T16:40:46-0400,2,b,4,55,54,37,8,5,9,5
1162,2019-06-14T20:40:47-0400,10,b,4,102,101,37,8,36,2,3
1163,2019-06-15T05:10:41-0400,2,e,4,4,3,17,4,7,6,1
1164,2019-06-15T11:10:42-0400,4,d,3,87,86,33,7,14,5,8
1165,2019-06-15T14:40:18-0400,1,b,1,13,12,21,5,1,3,2
1166,2019-06-15T14:40:49-0400,10,b,3,47,46,33,7,36,13,4
1167,2019-06-15T20:40:47-0400,1,c,1,9,8,1,1,2,11,1
1168,2019-06-15T21:10:44-0400,9,c,4,90,89,17,4,33,8,8
1169,2019-06-15T22:10:43-0400,3,f,2,41,40,25,6,11,7,4
1170,2019-06-16T08:40:49-0400,7,g,3,82,81,13,3,28,12,7
1171,2019-06-16T08:40:50-0400,3,d,1,29,28,21,5,10,7,3
1172,2019-06-16T11:10:41-0400,7,c,2,9,8,5,2,26,11,1
1173,2019-06-16T11:10:47-0400,3,g,3,24,23,13,3,12,14,2
1174,2019-06-16T12:40:46-0400,10,c,4,73,72,17,4,37,3,7
1175,2019-06-16T13:40:48-0400,4,e,3,77,76,13,3,15,7,7
1176,2019-06-16T17:40:43-0400,3,f,3,73,72,33,7,11,3,7
1177,2019-06-16T17:40:45-0400,7,f,2,14,13,25,6,27,4,2
1178,2019-06-16T19:10:48-0400,6,g,1,13,12,1,1,24,3,2
1179,2019-06-16T21:40:51-0400,2,f,4,34,33,37,8,7,12,3
1180,2019-06-16T23:40:48-0400,8,e,2,28,27,5,2,31,6,3
1181,2019-06-17T01:40:50-0400,10,b,2,48,47,25,6,36,14,4
1182,2019-06-17T02:40:50-0400,9,b,3,13,12,33,7,32,3,2
1183,2019-06-17T05:40:48-0400,9,a,4,91,90,17,4,32,9,8
1184,2019-06-17T08:40:48-0400,8,c,4,27,26,17,4,30,5,3
1185,2019-06-17T11:10:49-0400,10,b,1,93,92,21,5,36,11,8
1186,2019-06-17T11:40:50-0400,7,b,4,14,13,37,8,25,4,2
1187,2019-06-17T13:10:42-0400,2,g,1,102,101,1,1,8,2,3
1188,2019-06-17T20:40:54-0400,1,b,4,20,19,37,8,1,10,2
1189,2019-06-17T23:10:48-0400,2,g,4,11,10,17,4,8,13,1
1190,2019-06-18T00:10:43-0400,5,d,2,43,42,25,6,18,9,4
1191,2019-06-18T01:40:51-0400,2,f,2,79,78,25,6,7,9,7
1192,2019-06-18T04:40:48-0400,1,d,3,9,8,33,7,2,11,1
1193,2019-06-18T08:40:48-0400,8,c,3,101,100,13,3,30,1,3
1194,2019-06-18T13:40:50-0400,5,e,1,91,90,1,1,19,9,8
1195,2019-06-18T16:10:53-0400,5,b,4,8,7,37,8,17,10,1
1196,2019-06-18T18:40:50-0400,5,c,2,98,97,5,2,18,2,1
1197,2019-06-18T21:10:49-0400,3,g,3,24,23,13,3,12,14,2
1198,2019-06-19T00:10:50-0400,10,c,1,24,23,1,1,37,14,2
1199,2019-06-19T00:40:52-0400,6,e,3,6,5,13,3,23,8,1
1200,2019-06-19T07:10:51-0400,1,f,4,85,84,37,8,3,3,8
1201,2019-06-19T09:10:53-0400,6,b,3,73,72,33,7,21,3,7
1202,2019-06-19T10:10:48-0400,10,d,4,31,30,37,8,37,9,3
1203,2019-06-19T10:40:50-0400,3,c,2,3,2,5,2,10,5,1
1204,2019-06-19T13:10:47-0400,2,b,4,55,54,37,8,5,9,5
1205,2019-06-19T14:10:52-0400,5,c,1,94,93,1,1,18,12,8
1206,2019-06-19T18:10:49-0400,6,f,2,23,22,25,6,23,13,2
1207,2019-06-19T23:40:50-0400,9,h,1,48,47,21,5,35,14,4
1208,2019-06-20T05:40:55-0400,9,f,2,4,3,25,6,34,6,1
1209,2019-06-20T09:10:53-0400,9,h,4,27,26,37,8,35,5,3
1210,2019-06-20T17:10:51-0400,7,h,2,90,89,25,6,28,8,8
1211,2019-06-20T17:40:51-0400,10,b,1,93,92,21,5,36,11,8
1212,2019-06-20T21:10:49-0400,3,g,3,24,23,13,3,12,14,2
1213,2019-06-21T00:10:50-0400,8,a,3,88,87,13,3,29,6,8
1214,2019-06-21T02:40:51-0400,7,g,2,61,60,5,2,28,3,6
1215,2019-06-21T02:40:53-0400,7,c,3,31,30,13,3,26,9,3
